0.5151,0.1415,0.2525,0,0,0,1.35,0.73,2.0262
0.5151,0.1415,0.2525,0,0,0.091,1.35,0.73,2.0262
0.5151,0.1415,0.2525,0,0,0.091,1.35,0.73,2.0262
0.5151,0.1415,0.2525,0,0,0.091,1.35,0.73,2.0262
0.5151,0.1415,0.2525,0,0,0.091,1.35,0.73,2.0262
0.5151,0.1415,0.2525,0,0,0.091,1.35,0.73,2.0262
0.5151,0.1415,0.2525,0,0,0.091,1.35,0.73,2.0262
0.5151,0.1415,0.2525,0,0,0.091,1.35,0.73,2.0262
0.5151,0.1415,0.2525,0,0,0.091,1.35,0.73,2.0262
0.5151,0.1415,0.2525,0,0,0.091,1.35,0.73,2.0262
0.234,0.069,0.0794,0.5331,0,0.0845,1.65,0.598,1.6365
0.234,0.069,0.0794,0.5331,0,0.0845,1.65,0.598,1.6365
0.234,0.069,0.0794,0.5331,0,0.0845,1.65,0.598,1.6365
0.234,0.069,0.0794,0.5331,0,0.0845,1.65,0.598,1.6365
0.234,0.069,0.0794,0.5331,0,0.0845,1.65,0.598,1.6365
0.234,0.069,0.0794,0.5331,0,0.0845,1.65,0.598,1.6365
0.234,0.069,0.0794,0.5331,0,0.0845,1.65,0.598,1.6365
0.234,0.069,0.0794,0.5331,0,0.0845,1.65,0.598,1.6365
0.234,0.069,0.0794,0.5331,0,0.0845,1.65,0.598,1.6365
0.234,0.069,0.0794,0.5331,0,0.0845,1.65,0.598,1.6365
0.2471,0,0.037,0.6911,0,0.0247,0.92,0.319,1.3433
0.2471,0,0.037,0.6911,0,0.0247,0.92,0.319,1.3433
0.2471,0,0.037,0.6911,0,0.0247,0.92,0.319,1.3433
0.2471,0,0.037,0.6911,0,0.0247,0.92,0.319,1.3433
0.2471,0,0.037,0.6911,0,0.0247,0.92,0.319,1.3433
0.2471,0,0.037,0.6911,0,0.0247,0.92,0.319,1.3433
0.2471,0,0.037,0.6911,0,0.0247,0.92,0.319,1.3433
0.2471,0,0.037,0.6911,0,0.0247,0.92,0.319,1.3433
0.2471,0,0.037,0.6911,0,0.0247,0.92,0.319,1.3433
0.2471,0,0.037,0.6911,0,0.0247,0.92,0.319,1.3433
0.6402,0.1792,0.1806,0,0,0,1.37,0.677,1.4438
0.6402,0.1792,0.1806,0,0,0,1.37,0.677,1.4438
0.6402,0.1792,0.1806,0,0,0,1.37,0.677,1.4438
0.6402,0.1792,0.1806,0,0,0,1.37,0.677,1.4438
0.6402,0.1792,0.1806,0,0,0,1.37,0.677,1.4438
0.6402,0.1792,0.1806,0,0,0,1.37,0.677,1.4438
0.6402,0.1792,0.1806,0,0,0,1.37,0.677,1.4438
0.6402,0.1792,0.1806,0,0,0,1.37,0.677,1.4438
0.6402,0.1792,0.1806,0,0,0,1.37,0.677,1.4438
0.6402,0.1792,0.1806,0,0,0,1.37,0.677,1.4438
0.378,0.2069,0.208,0,0.2071,0,1.25,0.773,1.6897
0.378,0.2069,0.208,0,0.2071,0,1.25,0.773,1.6897
0.378,0.2069,0.208,0,0.2071,0,1.25,0.773,1.6897
0.378,0.2069,0.208,0,0.2071,0,1.25,0.773,1.6897
0.378,0.2069,0.208,0,0.2071,0,1.25,0.773,1.6897
0.378,0.2069,0.208,0,0.2071,0,1.25,0.773,1.6897
0.378,0.2069,0.208,0,0.2071,0,1.25,0.773,1.6897
0.378,0.2069,0.208,0,0.2071,0,1.25,0.773,1.6897
0.378,0.2069,0.208,0,0.2071,0,1.25,0.773,1.6897
0.378,0.2069,0.208,0,0.2071,0,1.25,0.773,1.6897
0.4409,0.0009,0.1178,0,0.0014,0.4389,1.39,0.612,1.2102
0.4409,0.0009,0.1178,0,0.0014,0.4389,1.39,0.612,1.2102
0.4409,0.0009,0.1178,0,0.0014,0.4389,1.39,0.612,1.2102
0.4409,0.0009,0.1178,0,0.0014,0.4389,1.39,0.612,1.2102
0.4409,0.0009,0.1178,0,0.0014,0.4389,1.39,0.612,1.2102
0.4409,0.0009,0.1178,0,0.0014,0.4389,1.39,0.612,1.2102
0.4409,0.0009,0.1178,0,0.0014,0.4389,1.39,0.612,1.2102
0.4409,0.0009,0.1178,0,0.0014,0.4389,1.39,0.612,1.2102
0.4409,0.0009,0.1178,0,0.0014,0.4389,1.39,0.612,1.2102
0.4409,0.0009,0.1178,0,0.0014,0.4389,1.39,0.612,1.2102
0.262,0.3344,0.1,0,0,0.3036,2.24,0.774,0.8559
0.262,0.3344,0.1,0,0,0.3036,2.24,0.774,0.8559
0.262,0.3344,0.1,0,0,0.3036,2.24,0.774,0.8559
0.262,0.3344,0.1,0,0,0.3036,2.24,0.774,0.8559
0.262,0.3344,0.1,0,0,0.3036,2.24,0.774,0.8559
0.262,0.3344,0.1,0,0,0.3036,2.24,0.774,0.8559
0.262,0.3344,0.1,0,0,0.3036,2.24,0.774,0.8559
0.262,0.3344,0.1,0,0,0.3036,2.24,0.774,0.8559
0.262,0.3344,0.1,0,0,0.3036,2.24,0.774,0.8559
0.262,0.3344,0.1,0,0,0.3036,2.24,0.774,0.8559
0.509,0.3133,0.0104,0,0.0882,0.0791,1.89,0.568,0.8782
0.509,0.3133,0.0104,0,0.0882,0.0791,1.89,0.568,0.8782
0.509,0.3133,0.0104,0,0.0882,0.0791,1.89,0.568,0.8782
0.509,0.3133,0.0104,0,0.0882,0.0791,1.89,0.568,0.8782
0.509,0.3133,0.0104,0,0.0882,0.0791,1.89,0.568,0.8782
0.509,0.3133,0.0104,0,0.0882,0.0791,1.89,0.568,0.8782
0.509,0.3133,0.0104,0,0.0882,0.0791,1.89,0.568,0.8782
0.509,0.3133,0.0104,0,0.0882,0.0791,1.89,0.568,0.8782
0.509,0.3133,0.0104,0,0.0882,0.0791,1.89,0.568,0.8782
0.509,0.3133,0.0104,0,0.0882,0.0791,1.89,0.568,0.8782
0.211,0.6874,0.1016,0,0,0,1.68,0.897,1.2973
0.211,0.6874,0.1016,0,0,0,1.68,0.897,1.2973
0.211,0.6874,0.1016,0,0,0,1.68,0.897,1.2973
0.211,0.6874,0.1016,0,0,0,1.68,0.897,1.2973
0.211,0.6874,0.1016,0,0,0,1.68,0.897,1.2973
0.211,0.6874,0.1016,0,0,0,1.68,0.897,1.2973
0.211,0.6874,0.1016,0,0,0,1.68,0.897,1.2973
0.211,0.6874,0.1016,0,0,0,1.68,0.897,1.2973
0.211,0.6874,0.1016,0,0,0,1.68,0.897,1.2973
0.211,0.6874,0.1016,0,0,0,1.68,0.897,1.2973
0.3815,0.1774,0.0282,0.0546,0.0871,0.2711,2.08,0.664,0.7704
0.3815,0.1774,0.0282,0.0546,0.0871,0.2711,2.08,0.664,0.7704
0.3815,0.1774,0.0282,0.0546,0.0871,0.2711,2.08,0.664,0.7704
0.3815,0.1774,0.0282,0.0546,0.0871,0.2711,2.08,0.664,0.7704
0.3815,0.1774,0.0282,0.0546,0.0871,0.2711,2.08,0.664,0.7704
0.3815,0.1774,0.0282,0.0546,0.0871,0.2711,2.08,0.664,0.7704
0.3815,0.1774,0.0282,0.0546,0.0871,0.2711,2.08,0.664,0.7704
0.3815,0.1774,0.0282,0.0546,0.0871,0.2711,2.08,0.664,0.7704
0.3815,0.1774,0.0282,0.0546,0.0871,0.2711,2.08,0.664,0.7704
0.3815,0.1774,0.0282,0.0546,0.0871,0.2711,2.08,0.664,0.7704
0.3971,0.2071,0.227,0.1127,0,0.0562,1.81,0.583,0.8046
0.3971,0.2071,0.227,0.1127,0,0.0562,1.81,0.583,0.8046
0.3971,0.2071,0.227,0.1127,0,0.0562,1.81,0.583,0.8046
0.3971,0.2071,0.227,0.1127,0,0.0562,1.81,0.583,0.8046
0.3971,0.2071,0.227,0.1127,0,0.0562,1.81,0.583,0.8046
0.3971,0.2071,0.227,0.1127,0,0.0562,1.81,0.583,0.8046
0.3971,0.2071,0.227,0.1127,0,0.0562,1.81,0.583,0.8046
0.3971,0.2071,0.227,0.1127,0,0.0562,1.81,0.583,0.8046
0.3971,0.2071,0.227,0.1127,0,0.0562,1.81,0.583,0.8046
0.3971,0.2071,0.227,0.1127,0,0.0562,1.81,0.583,0.8046
0.1912,0,0.1892,0.6196,0,0,1.12,0.345,0.7525
0.1912,0,0.1892,0.6196,0,0,1.12,0.345,0.7525
0.1912,0,0.1892,0.6196,0,0,1.12,0.345,0.7525
0.1912,0,0.1892,0.6196,0,0,1.12,0.345,0.7525
0.1912,0,0.1892,0.6196,0,0,1.12,0.345,0.7525
0.1912,0,0.1892,0.6196,0,0,1.12,0.345,0.7525
0.1912,0,0.1892,0.6196,0,0,1.12,0.345,0.7525
0.1912,0,0.1892,0.6196,0,0,1.12,0.345,0.7525
0.1912,0,0.1892,0.6196,0,0,1.12,0.345,0.7525
0.1912,0,0.1892,0.6196,0,0,1.12,0.345,0.7525
0.2513,0.0759,0.0857,0.5871,0,0,1.71,0.556,0.6858
0.2513,0.0759,0.0857,0.5871,0,0,1.71,0.556,0.6858
0.2513,0.0759,0.0857,0.5871,0,0,1.71,0.556,0.6858
0.2513,0.0759,0.0857,0.5871,0,0,1.71,0.556,0.6858
0.2513,0.0759,0.0857,0.5871,0,0,1.71,0.556,0.6858
0.2513,0.0759,0.0857,0.5871,0,0,1.71,0.556,0.6858
0.2513,0.0759,0.0857,0.5871,0,0,1.71,0.556,0.6858
0.2513,0.0759,0.0857,0.5871,0,0,1.71,0.556,0.6858
0.2513,0.0759,0.0857,0.5871,0,0,1.71,0.556,0.6858
0.2513,0.0759,0.0857,0.5871,0,0,1.71,0.556,0.6858
0.2252,0.3378,0.0171,0,0,0.42,2.02,0.634,0.5755
0.2252,0.3378,0.0171,0,0,0.42,2.02,0.634,0.5755
0.2252,0.3378,0.0171,0,0,0.42,2.02,0.634,0.5755
0.2252,0.3378,0.0171,0,0,0.42,2.02,0.634,0.5755
0.2252,0.3378,0.0171,0,0,0.42,2.02,0.634,0.5755
0.2252,0.3378,0.0171,0,0,0.42,2.02,0.634,0.5755
0.2252,0.3378,0.0171,0,0,0.42,2.02,0.634,0.5755
0.2252,0.3378,0.0171,0,0,0.42,2.02,0.634,0.5755
0.2252,0.3378,0.0171,0,0,0.42,2.02,0.634,0.5755
0.2252,0.3378,0.0171,0,0,0.42,2.02,0.634,0.5755
0.0489,0,0.3007,0.6504,0,0,1.82,0.528,0.53
0.0489,0,0.3007,0.6504,0,0,1.82,0.528,0.53
0.0489,0,0.3007,0.6504,0,0,1.82,0.528,0.53
0.0489,0,0.3007,0.6504,0,0,1.82,0.528,0.53
0.0489,0,0.3007,0.6504,0,0,1.82,0.528,0.53
0.0489,0,0.3007,0.6504,0,0,1.82,0.528,0.53
0.0489,0,0.3007,0.6504,0,0,1.82,0.528,0.53
0.0489,0,0.3007,0.6504,0,0,1.82,0.528,0.53
0.0489,0,0.3007,0.6504,0,0,1.82,0.528,0.53
0.0489,0,0.3007,0.6504,0,0,1.82,0.528,0.53
